id,mean_Z,del_Z,mode_Z,L2_norm,L3_norm,mean_grp,del_grp,mode_grp,mean_period,del_period,mode_period,mean_valelec,del_valelec,mode_valelec,mean_electroneg,del_electroneg,mode_electroneg,stoichio_entropy,cell_area,hform,label
Hg2I2O2-f4d0539c4bb6,47,26,47,0.577,0.481,15,4,15,4.333,1.556,4.333,5,2,5,2.7,0.493,2.7,1.099,16.0539,-0.02495,1
Bi2Br2S2-9e8786952b94,44.667,25.556,44.667,0.577,0.481,16,1.333,16,4.333,1.111,4.333,6,0.667,6,2.52,0.333,2.52,1.099,23.13177,-0.55561,1
InSb-466fcf7fad66,50,1,50,0.707,0.63,14,2,14,5,0,5,4,1,4,1.915,0.135,1.915,0.693,18.83434,0.23822,-1
Mo2Te4-d5dc8e69c7bd,48.667,4.444,52,0.745,0.693,12.667,8.889,16,5,0,5,6,0,6,2.12,0.027,2.1,0.637,48.35003,0.51798,-1
Cu2Cl6-3cb8744d4ec2,20,4.5,17,0.791,0.759,15.5,4.5,17,3.25,0.375,3,8,1.5,7,2.845,0.473,3.16,0.562,32.09207,-0.29862,1
Hf2Se2-5f80e2b0e339,53,19,53,0.707,0.63,10,12,10,5,1,5,5,1,5,1.925,0.625,1.925,0.693,11.32962,-0.56047,1
PdO2-281464f7e149,20.667,16.889,8,0.745,0.693,14,5.333,16,3,1.333,2,7.333,1.778,6,3.027,0.551,3.44,0.637,12.06751,0.444,-1
NiF2-6755a46fb425,15.333,8.444,9,0.745,0.693,14.667,6.222,17,2.667,0.889,2,8,1.333,7,3.29,0.92,3.98,0.637,11.79317,-1.50507,1
ClSbTe-04fdd7d1ec5c,40,15.333,40,0.577,0.481,16,1.333,16,4.333,0.889,4.333,6,0.667,6,2.437,0.482,2.437,1.099,14.35996,-0.32159,1
CoLi2-974d3c5612cc,11,10.667,3,0.745,0.693,3.667,7.111,1,2.667,0.889,2,3.667,3.556,1,1.28,0.4,0.98,0.637,5.89181,0.33477,-1
TaCl2-79c99adcf6b9,35.667,24.889,17,0.745,0.693,13,10.667,17,4,1.333,3,6.333,0.889,7,2.607,0.738,3.16,0.637,9.53102,-0.63191,1
Mo2Te4-4dc54076a12d,48.667,4.444,52,0.745,0.693,12.667,8.889,16,5,0,5,6,0,6,2.12,0.027,2.1,0.637,48.06601,0.56851,-1
Se2V2-61c95ebdca58,28.5,5.5,28.5,0.707,0.63,10.5,11,10.5,4,0,4,5.5,0.5,5.5,2.09,0.46,2.09,0.693,13.04402,-0.45414,1
S2Ta2-29c9b74a40e0,44.5,28.5,44.5,0.707,0.63,10.5,11,10.5,4.5,1.5,4.5,5.5,0.5,5.5,2.04,0.54,2.04,0.693,8.88225,-0.38607,1
BaI2-080cc67ae6c9,54,1.333,53,0.745,0.693,12,13.333,17,5.333,0.444,5,5.333,2.222,7,2.07,0.787,2.66,0.637,23.34447,-1.81567,1
MoCr3Se8-961c37d6e527,32.167,4.083,34,0.717,0.679,12.667,8.889,16,4.083,0.153,4,6,0,6,2.295,0.34,2.55,0.824,36.40004,-0.53165,1
Se2Zr2-57b3bf262ba1,37,3,37,0.707,0.63,10,12,10,4.5,0.5,4.5,5,1,5,1.94,0.61,1.94,0.693,17.76073,-0.84512,1
NiO2-bf74fd911c7f,14.667,8.889,8,0.745,0.693,14,5.333,16,2.667,0.889,2,7.333,1.778,6,2.93,0.68,3.44,0.637,10.23721,-0.29904,1
Pt2Br6-52ad72865776,45.75,16.125,35,0.791,0.759,15.25,5.25,17,4.5,0.75,4,7.75,1.125,7,2.79,0.255,2.96,0.562,39.16285,-0.21666,1
RhBr2-b98f6dee9b37,38.333,4.444,35,0.745,0.693,14.333,7.111,17,4.333,0.444,4,7.667,0.889,7,2.733,0.302,2.96,0.637,12.0135,0.11514,-1
Br2Rb2-307d05b0f770,36,1,36,0.707,0.63,9,16,9,4.5,0.5,4.5,4,3,4,1.89,1.07,1.89,0.693,44.02458,-1.64568,1
AuTe2-a41bf0b30569,61,12,52,0.745,0.693,14.333,4.444,16,5.333,0.444,5,7.667,2.222,6,2.247,0.196,2.1,0.637,14.04763,0.12082,-1
Te2Ti2-f1e1795012a8,37,15,37,0.707,0.63,10,12,10,4.5,0.5,4.5,5,1,5,1.82,0.28,1.82,0.693,18.24162,-0.4329,1
Re2Cl4-ebdfa15f6f59,36.333,25.778,17,0.745,0.693,13.667,8.889,17,4,1.333,3,7,0,7,2.74,0.56,3.16,0.637,19.51373,0.20148,-1
NiSe2-2b58f5ef5b06,32,2.667,34,0.745,0.693,14,5.333,16,4,0,4,7.333,1.778,6,2.337,0.284,2.55,0.637,8.72252,0.03531,-1
C2O2Zr3-23672dbca7d0,21.143,16.163,40,0.589,0.5,10.286,10.776,4,3.286,1.469,5,4.571,0.816,4,2.281,0.816,1.33,1.079,9.41054,-1.79604,1
ClIV-9f3e8b6323b9,31,14.667,31,0.577,0.481,13,10.667,13,4,0.667,4,6.333,0.889,6.333,2.483,0.569,2.483,1.099,13.18073,-0.77538,1
P2V2Te6-acfe0a7a20a8,38.8,15.84,52,0.663,0.614,13.6,6.88,16,4.4,0.72,5,5.6,0.48,6,2.024,0.158,2.1,0.95,40.25471,-0.11379,1
BiCl2-95a0d6a9e712,39,29.333,17,0.745,0.693,16.333,1.778,17,4,1.333,3,6.333,0.889,7,2.78,0.507,3.16,0.637,13.06196,-0.45799,1
CaCl2-3ca106221b9b,18,1.333,17,0.745,0.693,12,13.333,17,3.333,0.444,3,5.333,2.222,7,2.44,0.96,3.16,0.637,13.48389,-2.26692,1
Au2Br2O2-0868f063dc0a,40.667,25.556,40.667,0.577,0.481,14.667,4.889,14.667,4,1.333,4,8,2,8,2.98,0.307,2.98,1.099,15.5397,0.13753,-1
O2Ta2-94e82cafea79,40.5,32.5,40.5,0.707,0.63,10.5,11,10.5,4,2,4,5.5,0.5,5.5,2.47,0.97,2.47,0.693,15.18213,-1.25612,1
Se2V2-f4fdf63e29f8,28.5,5.5,28.5,0.707,0.63,10.5,11,10.5,4,0,4,5.5,0.5,5.5,2.09,0.46,2.09,0.693,11.23935,-0.14422,1
ReBr2-a50c8ccbdbbd,48.333,17.778,35,0.745,0.693,13.667,8.889,17,4.667,0.889,4,7,0,7,2.607,0.471,2.96,0.637,12.18954,0.51591,-1
Sb2Se4-c0dcdf271a56,39.667,7.556,34,0.745,0.693,15.667,0.889,16,4.333,0.444,4,5.667,0.444,6,2.383,0.222,2.55,0.637,40.89889,0.18989,-1
YF2-0161fd6e3933,19,13.333,9,0.745,0.693,12.333,12.444,17,3,1.333,2,5.667,1.778,7,3.06,1.227,3.98,0.637,11.50171,-3.10436,1
Ni2O6-e774579e108f,13,7.5,8,0.791,0.759,14.5,4.5,16,2.5,0.75,2,7,1.5,6,3.058,0.574,3.44,0.562,11.52189,-0.38105,1
Re2Br4-9956800bcd83,48.333,17.778,35,0.745,0.693,13.667,8.889,17,4.667,0.889,4,7,0,7,2.607,0.471,2.96,0.637,21.77393,0.49231,-1
I2O2Ti2-38508cbbebaa,27.667,16.889,27.667,0.577,0.481,12.333,11.111,12.333,3.667,1.111,3.667,5.667,1.111,5.667,2.547,0.671,2.547,1.099,14.63095,-1.92125,1
RuBr2-424cecf5ed9d,38,4,35,0.745,0.693,14,8,17,4.333,0.444,4,7.333,0.444,7,2.707,0.338,2.96,0.637,12.17471,0.21416,-1
I2Ir2O2-10a4eabe38d6,46,25.333,46,0.577,0.481,14,6.667,14,4.333,1.556,4.333,7.333,1.111,7.333,2.767,0.449,2.767,1.099,14.68498,-0.10754,1
RuO2-c0cf2391013d,20,16,8,0.745,0.693,13.333,7.111,16,3,1.333,2,6.667,0.889,6,3.027,0.551,3.44,0.637,7.33398,-0.42176,1
W2Cl6-eea8aee9e120,31.25,21.375,17,0.791,0.759,14.25,8.25,17,3.75,1.125,3,6.75,0.375,7,2.96,0.3,3.16,0.562,26.43215,-0.65567,1
Ni2Te2-6fd30682aed2,40,12,40,0.707,0.63,13,6,13,4.5,0.5,4.5,8,2,8,2.005,0.095,2.005,0.693,14.3308,0.16509,-1
S2Sb2-cb47aae74f4a,33.5,17.5,33.5,0.707,0.63,15.5,1,15.5,4,1,4,5.5,0.5,5.5,2.315,0.265,2.315,0.693,29.08193,0.24631,-1
S2V2-48ba4259c709,19.5,3.5,19.5,0.707,0.63,10.5,11,10.5,3.5,0.5,3.5,5.5,0.5,5.5,2.105,0.475,2.105,0.693,9.65782,-0.37759,1
CuS2-6a92735f3469,20.333,5.778,16,0.745,0.693,14.333,4.444,16,3.333,0.444,3,7.667,2.222,6,2.353,0.302,2.58,0.637,12.0153,0.16826,-1
Re2I4-176cd35c72a9,60.333,9.778,53,0.745,0.693,13.667,8.889,17,5.333,0.444,5,7,0,7,2.407,0.338,2.66,0.637,28.28754,0.66799,-1
ReTe2-4ca99484c679,59.667,10.222,52,0.745,0.693,13,8,16,5.333,0.444,5,6.333,0.444,6,2.033,0.089,2.1,0.637,9.97982,0.30803,-1
Hf2Se2-a2f6b7b424d2,53,19,53,0.707,0.63,10,12,10,5,1,5,5,1,5,1.925,0.625,1.925,0.693,15.76374,-0.6399,1
Mn2Br6-6072787c6e03,32.5,3.75,35,0.791,0.759,14.5,7.5,17,4,0,4,7,0,7,2.607,0.529,2.96,0.562,37.36076,-0.65792,1
PtH2O2-5e1ec313a338,19.2,23.52,1,0.6,0.514,8.8,12.48,1,2.4,1.44,1,4.8,3.04,1,2.712,0.582,2.2,1.055,11.61386,-0.3678,1
GeO2-630e9718ed1f,16,10.667,8,0.745,0.693,15.333,1.778,16,2.667,0.889,2,5.333,0.889,6,2.963,0.636,3.44,0.637,7.30223,-1.56972,1
OsF2-2ff6b528332c,31.333,29.778,9,0.745,0.693,14,8,17,3.333,1.778,2,7.333,0.444,7,3.387,0.791,3.98,0.637,6.89248,-0.66432,1
ReI2-7b134d8c2abe,60.333,9.778,53,0.745,0.693,13.667,8.889,17,5.333,0.444,5,7,0,7,2.407,0.338,2.66,0.637,14.41475,0.67398,-1
Cu2I6-dd2d9e4896ee,47,9,53,0.791,0.759,15.5,4.5,17,4.75,0.375,5,8,1.5,7,2.47,0.285,2.66,0.562,40.22938,0.04657,-1
Bi2S4-efdf87bfd6b0,38.333,29.778,16,0.745,0.693,15.667,0.889,16,4,1.333,3,5.667,0.444,6,2.393,0.249,2.58,0.637,35.58302,0.11674,-1
F2N3W4-689d92810814,37.222,32.691,74,0.598,0.514,11.444,9.679,6,3.778,1.975,6,5.889,0.593,6,2.947,0.521,2.36,1.061,9.23914,-0.48166,1
Co2Te4-60cdc6b1ee94,43.667,11.111,52,0.745,0.693,13.667,6.222,16,4.667,0.444,5,7,1.333,6,2.027,0.098,2.1,0.637,38.71472,0.14796,-1
YI2-96529d028a81,48.333,6.222,53,0.745,0.693,12.333,12.444,17,5,0,5,5.667,1.778,7,2.18,0.64,2.66,0.637,17.24543,-0.95023,1
CuF2-fd1a12f55295,15.667,8.889,9,0.745,0.693,15,5.333,17,2.667,0.889,2,8.333,1.778,7,3.287,0.924,3.98,0.637,13.90895,-1.51476,1
SSeW-d0d914cf12a5,41.333,21.778,41.333,0.577,0.481,12.667,8.889,12.667,4.333,1.111,4.333,6,0,6,2.497,0.091,2.497,1.099,9.11976,-0.45398,1
MoTe2-03aa23bfac74,48.667,4.444,52,0.745,0.693,12.667,8.889,16,5,0,5,6,0,6,2.12,0.027,2.1,0.637,10.56877,-0.12962,1
IrBr2-47844e224011,49,18.667,35,0.745,0.693,14.333,7.111,17,4.667,0.889,4,7.667,0.889,7,2.707,0.338,2.96,0.637,13.45654,0.36963,-1
Fe2Te2-7b269c0fffb5,39,13,39,0.707,0.63,12,8,12,4.5,0.5,4.5,7,1,7,1.965,0.135,1.965,0.693,13.39876,0.02339,-1
STeW-75ee10091f43,47.333,20.889,47.333,0.577,0.481,12.667,8.889,12.667,4.667,1.111,4.667,6,0,6,2.347,0.164,2.347,1.099,9.79043,-0.41914,1
Fe2Te2-12cefde1a197,39,13,39,0.707,0.63,12,8,12,4.5,0.5,4.5,7,1,7,1.965,0.135,1.965,0.693,13.70339,0.3783,-1
C3Nb4-f5f398220510,26,17.143,41,0.714,0.643,8.857,8.816,5,3.714,1.469,5,4.571,0.49,5,2.007,0.465,1.6,0.683,8.47746,-0.26923,1
O2Ta2-857d4f03ddfc,40.5,32.5,40.5,0.707,0.63,10.5,11,10.5,4,2,4,5.5,0.5,5.5,2.47,0.97,2.47,0.693,13.96214,-0.65532,1
ReI2-8e45b97a2006,60.333,9.778,53,0.745,0.693,13.667,8.889,17,5.333,0.444,5,7,0,7,2.407,0.338,2.66,0.637,12.724,1.0113,-1
Fe2Te6-006b833d4249,45.5,9.75,52,0.791,0.759,14,6,16,4.75,0.375,5,6.5,0.75,6,2.033,0.101,2.1,0.562,21.43813,0.07025,-1
BrClTi-e0e6e981b2fe,24.667,6.889,24.667,0.577,0.481,12.667,11.556,12.667,3.667,0.444,3.667,6,1.333,6,2.553,0.676,2.553,1.099,10.1342,-1.22922,1
Cl2Nb2-681838ff9640,29,12,29,0.707,0.63,11,12,11,4,1,4,6,1,6,2.38,0.78,2.38,0.693,13.93798,-0.09797,1
S2Ti2-89ee439948ac,19,3,19,0.707,0.63,10,12,10,3.5,0.5,3.5,5,1,5,2.06,0.52,2.06,0.693,13.30018,-1.13181,1
PbBr2-cbdc15b42a05,50.667,20.889,35,0.745,0.693,16,2.667,17,4.667,0.889,4,6,1.333,7,2.597,0.484,2.96,0.637,16.07153,-0.88345,1
Mn2O2-6a0e9471bfec,16.5,8.5,16.5,0.707,0.63,11.5,9,11.5,3,1,3,6.5,0.5,6.5,2.495,0.945,2.495,0.693,13.91223,-1.08273,1
WSb2-e6c0621101aa,58.667,10.222,51,0.745,0.693,12,8,15,5.333,0.444,5,5.333,0.444,5,2.153,0.138,2.05,0.637,9.03006,0.38018,-1
FeI2-c1fe088ac2c5,44,12,53,0.745,0.693,14,8,17,4.667,0.444,5,7.333,0.444,7,2.383,0.369,2.66,0.637,13.00831,0.07346,-1
ZrBr2-4d031eaa6119,36.667,2.222,35,0.745,0.693,12.667,11.556,17,4.333,0.444,4,6,1.333,7,2.417,0.724,2.96,0.637,11.94454,-0.87778,1
CuSe2-796eeb55afea,32.333,2.222,34,0.745,0.693,14.333,4.444,16,4,0,4,7.667,2.222,6,2.333,0.289,2.55,0.637,9.95162,0.16673,-1
Hg2I2S2-f3e4abb41407,49.667,22.444,49.667,0.577,0.481,15,4,15,4.667,1.111,4.667,5,2,5,2.413,0.276,2.413,1.099,20.97123,0.1218,-1
AsI2-2ce43d499926,46.333,8.889,53,0.745,0.693,16.333,1.778,17,4.667,0.444,5,6.333,0.889,7,2.5,0.213,2.66,0.637,13.54719,0.29063,-1
WAs2-28424fdba8d6,46.667,18.222,33,0.745,0.693,12,8,15,4.667,0.889,4,5.333,0.444,5,2.24,0.08,2.18,0.637,8.42362,0.06838,-1
Ag2Br2S2-1e92610eb9cb,32.667,11.111,32.667,0.577,0.481,14.667,4.889,14.667,4,0.667,4,8,2,8,2.49,0.373,2.49,1.099,18.73631,0.1078,-1
I2Se2Ta2-c77ede19ace7,53.333,13.111,53.333,0.577,0.481,12.667,10.222,12.667,5,0.667,5,6,0.667,6,2.237,0.491,2.237,1.099,18.15342,-0.5287,1
Bi2S2-a2693aead1b9,49.5,33.5,49.5,0.707,0.63,15.5,1,15.5,4.5,1.5,4.5,5.5,0.5,5.5,2.3,0.28,2.3,0.693,12.50307,0.06486,-1
Ni2Se2-f939f66bbfa5,31,3,31,0.707,0.63,13,6,13,4,0,4,8,2,8,2.23,0.32,2.23,0.693,12.13052,-0.26304,1
Mo2I6-2437268fdffb,50.25,4.125,53,0.791,0.759,14.25,8.25,17,5,0,5,6.75,0.375,7,2.535,0.188,2.66,0.562,40.52972,-0.06126,1
BrClTi-0f5073790c34,24.667,6.889,24.667,0.577,0.481,12.667,11.556,12.667,3.667,0.444,3.667,6,1.333,6,2.553,0.676,2.553,1.099,10.0375,-1.22835,1
Ni2P2Te6-6473cc3b6a17,39.8,14.64,52,0.663,0.614,14.6,3.68,16,4.4,0.72,5,6.6,1.36,6,2.08,0.068,2.1,0.95,39.07006,0.00782,-1
Cu2Cl6-28fbb0f1e271,20,4.5,17,0.791,0.759,15.5,4.5,17,3.25,0.375,3,8,1.5,7,2.845,0.473,3.16,0.562,32.2972,-0.30987,1
Ag2Se2-248fffac5959,40.5,6.5,40.5,0.707,0.63,13.5,5,13.5,4.5,0.5,4.5,8.5,2.5,8.5,2.24,0.31,2.24,0.693,22.75978,0.02219,-1
Br2O2Rh2-70c14acc96dd,29.333,14.222,29.333,0.577,0.481,14,6.667,14,3.667,1.111,3.667,7.333,1.111,7.333,2.893,0.409,2.893,1.099,13.71992,-0.52362,1
PtSe2-d000f0288397,48.667,19.556,34,0.745,0.693,14,5.333,16,4.667,0.889,4,7.333,1.778,6,2.46,0.12,2.55,0.637,12.16718,-0.4133,1
CuTe2-1126bc3c4e49,44.333,10.222,52,0.745,0.693,14.333,4.444,16,4.667,0.444,5,7.667,2.222,6,2.033,0.089,2.1,0.637,10.23309,0.01316,-1
Sc2Te2-96056b708385,36.5,15.5,36.5,0.707,0.63,9.5,13,9.5,4.5,0.5,4.5,4.5,1.5,4.5,1.73,0.37,1.73,0.693,19.86688,-0.71983,1
NF2Mo2-5facebe9ac3d,21.8,16.16,42,0.6,0.514,12.2,9.92,6,3.2,1.44,5,6.2,0.64,6,3.064,0.733,2.16,1.055,6.66619,-1.19155,1
Pb2S2-69dd6cd8b20b,49,33,49,0.707,0.63,15,2,15,4.5,1.5,4.5,5,1,5,2.225,0.355,2.225,0.693,13.6634,-0.35493,1
S2Ta2-ed8ec608cb96,44.5,28.5,44.5,0.707,0.63,10.5,11,10.5,4.5,1.5,4.5,5.5,0.5,5.5,2.04,0.54,2.04,0.693,13.42846,-0.51304,1
Sc2Br6-28805c67295d,31.5,5.25,35,0.791,0.759,13.5,10.5,17,4,0,4,6,1.5,7,2.56,0.6,2.96,0.562,40.30586,-1.77922,1
OsBr2-a5ea024ddd2a,48.667,18.222,35,0.745,0.693,14,8,17,4.667,0.889,4,7.333,0.444,7,2.707,0.338,2.96,0.637,12.69158,0.354,-1
AgBr2-0e18d0e3b100,39,5.333,35,0.745,0.693,15,5.333,17,4.333,0.444,4,8.333,1.778,7,2.617,0.458,2.96,0.637,15.16579,-0.13205,1
I2Se2V2-4644bda5f549,36.667,10.889,36.667,0.577,0.481,12.667,10.222,12.667,4.333,0.444,4.333,6,0.667,6,2.28,0.433,2.28,1.099,19.06747,-0.55757,1
Br2O2W2-a99165ac8cf1,39,23.333,39,0.577,0.481,13,9.333,13,4,1.333,4,6.333,0.444,6.333,2.92,0.373,2.92,1.099,12.53399,-0.86761,1
Co2Te2-f185156f82d3,39.5,12.5,39.5,0.707,0.63,12.5,7,12.5,4.5,0.5,4.5,7.5,1.5,7.5,1.99,0.11,1.99,0.693,13.24875,-0.009,1
Ti2Cl4-66087709613c,18.667,2.222,17,0.745,0.693,12.667,11.556,17,3.333,0.444,3,6,1.333,7,2.62,0.72,3.16,0.637,19.21593,-1.53777,1
TiBi2-f9ee64a801f3,62.667,27.111,83,0.745,0.693,11.333,9.778,15,5.333,0.889,6,4.667,0.444,5,1.86,0.213,2.02,0.637,9.7145,-0.01339,1
C2-a6735a4a3797,6,0,6,1,1,14,0,14,2,0,2,4,0,4,2.55,0,2.55,0,5.2717,-0.00739,1
Nb2Te2-f5ebd91a96ca,46.5,5.5,46.5,0.707,0.63,10.5,11,10.5,5,0,5,5.5,0.5,5.5,1.85,0.25,1.85,0.693,15.63613,-0.20351,1
I2Pb2Se2-e11d94069367,56.333,17.111,56.333,0.577,0.481,15.667,2.222,15.667,5,0.667,5,5.667,1.111,5.667,2.36,0.327,2.36,1.099,24.7282,-0.29099,1
AsI2-1539c9ff561c,46.333,8.889,53,0.745,0.693,16.333,1.778,17,4.667,0.444,5,6.333,0.889,7,2.5,0.213,2.66,0.637,13.33805,0.29548,-1
Cl2Fe2Se2-ea3f02460f8e,25.667,5.778,25.667,0.577,0.481,13.667,7.556,13.667,3.667,0.444,3.667,7,0.667,7,2.513,0.456,2.513,1.099,16.24498,-0.43212,1
Hg2Te4-e97bc577133f,61.333,12.444,52,0.745,0.693,14.667,3.556,16,5.333,0.444,5,4.667,1.778,6,2.067,0.044,2.1,0.637,23.03379,0.22172,-1
Ni2Te2-ff961754b9cc,40,12,40,0.707,0.63,13,6,13,4.5,0.5,4.5,8,2,8,2.005,0.095,2.005,0.693,13.1692,-0.16706,1
Co2Te2-043e7be1d702,39.5,12.5,39.5,0.707,0.63,12.5,7,12.5,4.5,0.5,4.5,7.5,1.5,7.5,1.99,0.11,1.99,0.693,13.49035,-0.02683,1
Co2O2-4ae48da9280c,17.5,9.5,17.5,0.707,0.63,12.5,7,12.5,3,1,3,7.5,1.5,7.5,2.66,0.78,2.66,0.693,6.34015,-0.62966,1
OsTe2-3928dd58697d,60,10.667,52,0.745,0.693,13.333,7.111,16,5.333,0.444,5,6.667,0.889,6,2.133,0.044,2.1,0.637,12.90327,0.24796,-1
Au2S4-12e6d91b22d0,37,28,16,0.745,0.693,14.333,4.444,16,4,1.333,3,7.667,2.222,6,2.567,0.018,2.58,0.637,35.31321,0.07269,-1
Cs2F2-fd11b1cd0dc1,32,23,32,0.707,0.63,9,16,9,4,2,4,4,3,4,2.385,1.595,2.385,0.693,33.33079,-2.59949,1
TaI2-b2b688fff665,59.667,8.889,53,0.745,0.693,13,10.667,17,5.333,0.444,5,6.333,0.889,7,2.273,0.516,2.66,0.637,12.94308,0.33302,-1
HgCl2-ce3ed4728e8f,38,28,17,0.745,0.693,15.333,4.444,17,4,1.333,3,5.333,2.222,7,2.773,0.516,3.16,0.637,16.9975,-0.62353,1
Hf2Te2-42f0a6f20f5f,62,10,62,0.707,0.63,10,12,10,5.5,0.5,5.5,5,1,5,1.7,0.4,1.7,0.693,16.90615,-0.26389,1
Al2I6-29ae3f5ef5a7,43,15,53,0.791,0.759,16,3,17,4.5,0.75,5,6,1.5,7,2.397,0.394,2.66,0.562,46.12049,-0.42367,1
Au2Cl4-a1c0bd5693e5,37.667,27.556,17,0.745,0.693,15,5.333,17,4,1.333,3,8.333,1.778,7,2.953,0.276,3.16,0.637,31.9574,-0.2169,1
P2Ti2Se6-193774fc9672,27.8,7.44,34,0.663,0.614,13.4,7.52,16,3.8,0.32,4,5.4,0.72,6,2.276,0.329,2.55,0.95,35.10393,-0.5376,1
SbCl2-617ad1d95365,28.333,15.111,17,0.745,0.693,16.333,1.778,17,3.667,0.889,3,6.333,0.889,7,2.79,0.493,3.16,0.637,12.03401,-0.30227,1
S2Zr2-7b1251030e56,28,12,28,0.707,0.63,10,12,10,4,1,4,5,1,5,1.955,0.625,1.955,0.693,17.23809,-0.96021,1
ReI2-a725ac2a50c9,60.333,9.778,53,0.745,0.693,13.667,8.889,17,5.333,0.444,5,7,0,7,2.407,0.338,2.66,0.637,13.19621,0.89398,-1
InS2-7637e6d03460,27,14.667,16,0.745,0.693,15,2.667,16,3.667,0.889,3,5,1.333,6,2.313,0.356,2.58,0.637,13.6133,-0.10575,1
Al2Br2S2-0df11388b5d6,21.333,9.111,21.333,0.577,0.481,15.333,3.111,15.333,3.333,0.444,3.333,5.333,1.556,5.333,2.383,0.516,2.383,1.099,17.20539,-1.09167,1
Fe2S4-95e240bacdff,19.333,4.444,16,0.745,0.693,13.333,7.111,16,3.333,0.444,3,6.667,0.889,6,2.33,0.333,2.58,0.637,30.6921,-0.07402,1
AgBr2-96cefa3a17db,39,5.333,35,0.745,0.693,15,5.333,17,4.333,0.444,4,8.333,1.778,7,2.617,0.458,2.96,0.637,13.79265,-0.1898,1
C2Sc3-b963c99e6169,15,7.2,21,0.721,0.654,7.4,10.56,3,3.2,0.96,4,3.4,0.48,3,1.836,0.571,1.36,0.673,9.8443,-0.28405,1
MoTe2-38a53176109a,48.667,4.444,52,0.745,0.693,12.667,8.889,16,5,0,5,6,0,6,2.12,0.027,2.1,0.637,10.89806,-0.30052,1
Rh4S8-eb7f99d79736,25.667,12.889,16,0.745,0.693,13.667,6.222,16,3.667,0.889,3,7,1.333,6,2.48,0.133,2.58,0.637,40.44975,-0.37911,1
CrS2-33cb31f4432a,18.667,3.556,16,0.745,0.693,12.667,8.889,16,3.333,0.444,3,6,0,6,2.273,0.409,2.58,0.637,8.1366,-0.4973,1
ReCl2-326af0742dc4,36.333,25.778,17,0.745,0.693,13.667,8.889,17,4,1.333,3,7,0,7,2.74,0.56,3.16,0.637,9.45302,0.27193,-1
Br2Cr2Se2-1e7e654fbccd,31,4.667,31,0.577,0.481,13,9.333,13,4,0,4,6.333,0.444,6.333,2.39,0.487,2.39,1.099,18.32596,-0.67846,1
Br2Ni2Se2-014c41b1bf55,32.333,2.889,32.333,0.577,0.481,14.333,5.778,14.333,4,0,4,7.667,1.556,7.667,2.473,0.376,2.473,1.099,17.46761,-0.35451,1
NiI2-15ccde3e8d83,44.667,11.111,53,0.745,0.693,14.667,6.222,17,4.667,0.444,5,8,1.333,7,2.41,0.333,2.66,0.637,17.29106,-0.03078,1
Mn2S4-fb169c837046,19,4,16,0.745,0.693,13,8,16,3.333,0.444,3,6.333,0.444,6,2.237,0.458,2.58,0.637,18.25951,-0.57572,1
Cd2Se2-442a78096a21,41,7,41,0.707,0.63,14,4,14,4.5,0.5,4.5,4,2,4,2.12,0.43,2.12,0.693,29.39299,-0.20895,1
CrAs2-aa6cc720fa5a,30,4,33,0.745,0.693,12,8,15,4,0,4,5.333,0.444,5,2.007,0.231,2.18,0.637,7.62605,0.03489,-1
SbSe2-882016517b8c,39.667,7.556,34,0.745,0.693,15.667,0.889,16,4.333,0.444,4,5.667,0.444,6,2.383,0.222,2.55,0.637,12.13644,0.06702,-1
V2Te4-31bf29ee1828,42.333,12.889,52,0.745,0.693,12.333,9.778,16,4.667,0.444,5,5.667,0.444,6,1.943,0.209,2.1,0.637,47.5917,0.18207,-1
Si2-90e674c14ad3,14,0,14,1,1,14,0,14,3,0,3,4,0,4,1.9,0,1.9,0,12.99026,0.63995,-1
MoI2-d779b4ee35dc,49.333,4.889,53,0.745,0.693,13.333,9.778,17,5,0,5,6.667,0.444,7,2.493,0.222,2.66,0.637,13.92398,0.45268,-1
RhSe2-64eb015023da,37.667,4.889,34,0.745,0.693,13.667,6.222,16,4.333,0.444,4,7,1.333,6,2.46,0.12,2.55,0.637,9.95211,-0.03953,1
F2Fe2-e1094335f015,17.5,8.5,17.5,0.707,0.63,12.5,9,12.5,3,1,3,7.5,0.5,7.5,2.905,1.075,2.905,0.693,6.58786,-1.32255,1
HfSe2-7a708c5759cf,46.667,16.889,34,0.745,0.693,12,10.667,16,4.667,0.889,4,5.333,0.889,6,2.133,0.556,2.55,0.637,12.32572,-1.34905,1
Br2Ge2O2-0fbd4dd31f8f,25,11.333,25,0.577,0.481,15.667,2.222,15.667,3.333,0.889,3.333,5.667,1.111,5.667,2.803,0.529,2.803,1.099,14.17064,-0.81142,1
Cr2I2-aa20dc0804aa,38.5,14.5,38.5,0.707,0.63,11.5,11,11.5,4.5,0.5,4.5,6.5,0.5,6.5,2.16,0.5,2.16,0.693,15.27478,0.08445,-1
GeS2-69b36b84eb8c,21.333,7.111,16,0.745,0.693,15.333,1.778,16,3.333,0.444,3,5.333,0.889,6,2.39,0.253,2.58,0.637,12.36345,-0.29768,1
BrIV-8ab29fed1d66,37,10.667,37,0.577,0.481,13,10.667,13,4.333,0.444,4.333,6.333,0.889,6.333,2.417,0.524,2.417,1.099,12.66132,-0.37949,1
